facility_code,DHIS2 UID,Hims code,facility_name,admin1,admin2,Constituency,Ward,zone,Location,facility_type,ownership_detail,status,Mobility status,Accesibility,catchment_population,Catchment population cso,Number of households,latitude,longitude,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,coordinate_source,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
4579,NA,90090014,Lusinina Rural Health Post,Western,Mwandi,Mwandi,Chisu,NA,Rural,Health Post,Public,Functional,Fixed,Open,1696,1426,NA,-17.168825,24.508743,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003447,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4580,NA,10100043,Kabansa Health Post,Central,Serenje,Muchinga,Kabansa,NA,Rural,Health Post,Public,Functional,Fixed,Open,2563,2432,2,-13.46543,30.990179,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003448,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3836,VPTKnQWBanz,20090025,Mufulira Prisons Health Post,Copperbelt,Mufulira,Mufulira,Hanky Kalanga,NA,Urban,Health Post,Public,Functional,Fixed,Restricted,NA,547,NA,-12.56759,28.229181,Other,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003449,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3840,FDICXUFpZ6R,20090028,Mupena Health Post,Copperbelt,Mufulira,Kantanshi,Mokambo,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,3700,NA,-12.551273,28.39975,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003450,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3599,GVstC5M6Ayj,40010009,Mwami Health Post,Luapula,Chembe,Chembe,Kapwepwe,NA,Rural,Health Post,Public,Functional,Fixed,Open,582,379,117,-11.705559,28.440887,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),FALSE,NA,NA,ZMB-003451,NA,NA,NA,NA,NA,NA,NA,NA,NA,low
2007,XPVfzAeXnbT,30020019,Chiswa Health Post,Eastern,Chipata,Luangeni,Kazimule,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,6867,NA,-13.9157,32.3046,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003452,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3691,NA,10030009,Muchinka Rural Health Center,Central,Chitambo,Chitambo,Muchinka,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,8802,NA,-12.9374,30.4401,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003453,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1690,r1W6e9oyTzy,10090030,Shimbizhi Health Post,Central,Mumbwa,Mumbwa,Shimbizhi,NA,Rural,Health Post,Public,Functional,Fixed,Open,4797,4307,NA,-15.025688,27.100944,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003454,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4598,NA,50060366,Max Clinic - Mandevu,Lusaka,Lusaka,Mandevu,Raphael Chota,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,NA,NA,-15.3515874,28.3027841,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003455,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4576,NA,40080014,Seesa Health Post,Luapula,Mwansabombwe,Mwansabombwe,Salanga,NA,Rural,Health Post,Public,Functional,Fixed,Open,2448,1511,614,-9.976006,28.718057,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003456,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1579,Cp2BD4Istbk,10090024,Naluvwi Health Post,Central,Mumbwa,Mumbwa,Naluvwi,NA,Rural,Health Post,Public,Functional,Fixed,Open,6009,5744,NA,-15.3071,26.9411,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003457,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3690,NA,10030008,Mpelembe Rural Health Center,Central,Chitambo,Chitambo,Mpelembe,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,6922,NA,-12.3515,30.1515,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003458,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4582,NA,40090025,Sesa Health Post,Luapula,Mwense,Mwense,Kapamba,Chamakubi Zone,Rural,Health Post,Public,Functional,Fixed,Open,2506,2500,472,-10.134622,28.775687,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003459,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3074,S9tqzMHVdMU,10050002,Blossom Surgery Clinic,Central,Kabwe,Kabwe Central,Highridge,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-14.457919,28.448594,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003460,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3141,NA,10100028,Ndabala Health Post,Central,Serenje,Serenje,Chisangwa,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,4884,NA,-13.471516,29.816272,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003461,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3695,NA,10030017,Katikulula Mini Hospital,Central,Chitambo,Chitambo,Muchinka,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,764,NA,-12.879444,30.499011,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003462,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3115,us8T9gyaOYW,NA,Mulonda Health Post,Central,Chibombo,Keembe,Kakoma,NA,Rural,Health Post,Public,Functional,Fixed,Open,3195,2203,3,-14.815563,27.832319,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003463,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3714,NA,10060026,Mulungushi University Health Centre,Central,Kapiri-Mposhi,Kapiri-Mposhi,Nchembwe,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,"9,815",1636,-14.2934,28.5597,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003464,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1439,ujYjZtiIiSR,50040025,Railway GRZ Urban Health Centre,Lusaka,Kafue,Kafue,Mtanda,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,"12,918",NA,-15.7695,28.1737,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003465,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3788,OyZd26geYSI,NA,Kamena Health Post,Central,Serenje,Serenje,Lukusashi,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,3256,NA,-13.455358,30.394287,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003466,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3773,qtshzi7ZvFK,10080034,Nyenje Health Post,Central,Mkushi,Mkushi North,Nkulumashiba,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,"3,086",NA,-14.131048,29.578023,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003467,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3745,NA,10070009,Mboshya Rural Health Center,Central,Luano,Mkushi South,Chipaba,NA,Rural,Health Centre,Public,Functional,Fixed,Open,5418,1626,540,-15.231,27.8693,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003468,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3743,NA,10080018,Masansa Min Hospital,Central,Luano,Mkushi South,Munda,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,28418,3902,-13.945,29.387,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003469,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3747,ITxpM25d52Y,10070014,Liteta Health Post,Central,Luano,Mkushi South,Chimika,NA,Rural,Health Post,Public,Functional,Fixed,Open,4006,1385,397,-14.887323,29.071805,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003470,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3718,NA,10060029,Ndeke Urban Health center,Central,Kapiri-Mposhi,Kapiri-Mposhi,Munga,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,"13,277",NA,-14.5624,29.0056,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003471,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3707,T6d4qUlGKA8,10060013,Kampumba Rural Health Centre,Central,Kapiri-Mposhi,Kapiri-Mposhi,Kampumba,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,"10,708",NA,-14.5624,29.0056,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003472,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3692,NA,10030011,Nakatambo Health Post,Central,Chitambo,Chitambo,Nakatambo,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,2795,NA,-12.787249,30.744388,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003473,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3643,NA,10080037,Tusekelemo Private Clinic,Central,Mkushi,Mkushi North,Chibefwe,NA,Rural,Health Centre,Private,Functional,Fixed,Restricted,NA,NA,NA,-13.6277,29.3937,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003474,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3553,NA,10070010,Mkushi Coppermine Rural Health Center,Central,Luano,Mkushi South,Mibanga,NA,Urban,Health Centre,Public,Functional,Fixed,Open,12900,8124,NA,-13.9544,29.1488,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003475,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3145,egWzfEwFoPs,NA,Masunga Health Post,Central,Serenje,Serenje,Musangashi,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,1628,NA,-12.822454,29.89206,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003476,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4592,NA,50060354,Dr. Javias Medical Center Limited,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.4143247,28.292616,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003477,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4588,NA,NA,Mungule Mini Hospital,Central,Chibombo,Katuba,Cholokelo,NA,Rural,1st Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-15.224718,28.176959,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003478,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4593,NA,80100025,Pemba Mini Hospital,Southern,Pemba,Pemba,Pemba,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,Falls under Pemba Main Clinic Catchments Population,NA,-16.5203219,27.3652797,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003479,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4599,NA,50060362,HITECH Diagnostic Limited,Lusaka,Lusaka,Mandevu,Raphael Chota,NA,Urban,Diagnostic centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.3515874,28.3027841,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003480,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2826,ZrYvlcX3KnS,40090016,Musonda Rural Health Centre,Luapula,Mwense,Mambilima,Musonda,NA,Rural,Health Centre,Public,Functional,Fixed,Open,3608,3096,1000,-10.7068,28.8049,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003481,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1483,NA,50030027,Nachitete Health Centre,Lusaka,Chongwe,Chongwe,Njolwe,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,2890,NA,-15.551219,28.481511,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003482,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3456,NA,50010027,Mwembeshi Open Air Correctional Facility,Lusaka,Chilanga,Chilanga,Mwembeshi,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,967,NA,-15.4165,28.12195,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003483,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4597,NA,200100007,Chifubu District Hospital,Copperbelt,Ndola,Chifubu,Chifubu,Chamakubi Zone,Urban,1st Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-12.910426,28.601739,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003484,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3947,lDJYsbS3uQb,60050027,Katito Health Post,Northern,Mbala,Mbala,Mwambezi,NA,Rural,Health Post,Public,Functional,Fixed,Open,4852,2223,804,-9.061009,31.35838,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003486,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4602,NA,60050033,Lunzua Health Post,Northern,Mbala,Mbala,Nsunzu,NA,Rural,Health Post,Public,Functional,Fixed,Open,2344,2344,1,-9.009728,31.398523,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003487,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3175,WoGlsy0IKmK,50070028,Chaola Rural Health Post,Lusaka,Rufunsa,Rufunsa,Rufunsa,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,1403,2,-15.1082,29.72387,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003489,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4603,NA,50060367,Max Clinic - Matero,Lusaka,Lusaka,Matero,Muchinga,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.3739465,28.2648745,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003490,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4607,NA,50060392,SHAYNEZ OPTICAL CENTRE LTD,Lusaka,Lusaka,Lusaka Central,Silwizya,NA,Urban,Optic Clinics,Private,Functional,Fixed,Open,NA,NA,NA,-15.4044355,28.2866242,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003491,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4304,NA,50060221,P J'S Primary Medical Centre,Lusaka,Lusaka,Kabwata,Lubwa,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.40834,28.29238,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003492,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4591,NA,50060375,New Life Medical Centre,Lusaka,Lusaka,Kabwata,Libala,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.4377168,28.3121423,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003493,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1473,NA,50070016,Mpanshya Hospital Affiliated Health Centre,Lusaka,Rufunsa,Rufunsa,Chintimbwi,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,4358,NA,-15.63925908,29.43340349,Faith-Based / NGO,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003494,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1510,NA,50060284,University Teaching Hospital - Eye,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,3rd Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-15.430214,28.31263,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003495,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4480,NA,50010037,Mwembeshi Remand Correctional Facility,Lusaka,Chilanga,Chilanga,Mwembeshi,NA,Rural,Health Centre,Public,Functional,Fixed,Restricted,2500,NA,NA,-15.327877,27.93114,Other,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003496,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4234,prb0YLcMXM9,50060066,Critic Care Clinic,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.405218,28.299606,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003497,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4606,NA,50060115,Healing Touch Clinic Limited,Lusaka,Lusaka,Matero,Muchinga,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.3889662,28.2800116,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003498,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4601,NA,50060351,ClearView Opticians Limited,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,Optic Clinics,Private,Functional,Fixed,Open,NA,NA,NA,-15.4181355,28.2824304,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003499,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4206,iZPEpTC5gO6,50060130,Kalikiliki Health Post,Lusaka,Lusaka,Munali,Mtendere,NA,Urban,Health Post,Public,Functional,Mobile,Open,NA,NA,NA,-15.406108,28.36912,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003500,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3889,NA,50060131,Kalingalinga Health Centre,Lusaka,Lusaka,Munali,Kalingalinga,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,107489,17975,-15.4058,28.3293,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003501,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4003,NA,70080005,Kang'wena Health Post,North-Western,Mushindano,Solwezi East,Kangwena,NA,Rural,Health Post,Public,Functional,Fixed,Open,6468,2989,NA,-12.379762,27.321803,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003502,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3966,NdgDW3Wo9h0,70040032,Morris Rowe Health Post,North-Western,Kalumbila,Solwezi West,Chitung'u,NA,Rural,Health Post,Public,Functional,Fixed,Open,1200,642,320,-11.939294,25.347456,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003503,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4085,NA,90130020,Walawala Health Post,Western,Sesheke,Sesheke,Luampungu,NA,Rural,Health Post,Public,Functional,Fixed,Open,2065,1232,NA,-16.777199,24.009229,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003504,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4614,NA,50060378,Optic Zone Opticians,Lusaka,Lusaka,Kanyama,Harry Mwaanga Nkumbula,NA,Urban,Optic Clinics,Private,Functional,Fixed,Open,NA,NA,NA,-15.4297858,28.2810944,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003505,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4613,NA,50060391,Sanjeevani Healthcare Ltd,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.4068221,28.3033688,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003506,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1288,OIgTOm4iwid,80080010,El Shalom Private Clinic,Southern,Monze,Monze Central,Monze Urban,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-16.27446628,27.4817869,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003507,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1495,NA,50060311,Charles J Nyirenda Hospital,Lusaka,Lusaka,Kanyama,Munkolo,NA,Urban,1st Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-15.4770543,28.328042,Other,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003509,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3663,NA,50060055,Circle of Hope VCT & ART Centre,Lusaka,Lusaka,Kanyama,Munkolo,NA,Urban,Health Post,Private,Functional,Fixed,Open,NA,NA,NA,-15.4545,28.25207,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003510,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4219,NA,50060027,Care For You Medical Clinic Limited,Lusaka,Lusaka,Matero,Matero,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.402893,28.312213,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003511,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4610,NA,50060381,Palisa Medical Center,Lusaka,Lusaka,Lusaka Central,Lubwa,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.43642,28.3337527,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003512,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4615,NA,80020061,PPAZ Clinic,Southern,Choma,Choma Central,Sikalundu,Chamakubi Zone,Urban,Health Post,Private,Functional,Fixed,Open,NA,NA,NA,-16.811063,26.97386,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003513,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4616,NA,80020026,Olive Medi Clinic,Southern,Choma,Choma Central,Kulundana,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-16.80705034,26.9845109,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003514,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4609,NA,50060377,Oaklands Clinic,Lusaka,Lusaka,Kabwata,Kamwala,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.4452241,28.2938125,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003515,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4263,Mh5hj4kGDKz,50060119,Hope in Christ Clinic,Lusaka,Lusaka,Mandevu,Raphael Chota,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.354693,28.281764,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003516,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4270,NA,50060161,Lusaka IVF Fertility Clinic,Lusaka,Lusaka,Kabwata,Lubwa,NA,Urban,Fertility clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.431288,28.318987,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003517,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4338,NA,50060207,National Breweries Clinic,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.3942134,28.2728381,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003518,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4492,NA,50060315,Dental Training School,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,3rd Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-15.4023141,28.2814985,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003519,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4269,CyuZs2YrLGB,50060108,Good Esthetics Dental,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,Dental clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.402993,28.305805,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003520,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4260,NA,50060085,Elite Dental Care Clinic,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,Dental clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.38548,28.313505,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003521,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4332,JP28dHx9Z4v,50060240,Premium Medical Services Limited,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.4233353,28.2882911,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003522,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4623,NA,NA,Nchelenge District Hospital,Luapula,Nchelenge,Nchelenge,Nchelenge,NA,Rural,1st Level Hospital,Public,Functional,Fixed,Open,NA,NA,18,-9.3737408,28.7473724,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003523,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4327,NA,50060403,Premium Medical Services Limited (Ambulance),Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,Ambulance,Private,Functional,Mobile,Open,NA,NA,NA,-15.4233353,28.2882911,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003524,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4622,NA,50060227,Pendleton Children's Clinic,Lusaka,Lusaka,Mandevu,Mulungushi,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.3985542,28.3030432,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003525,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4667,NA,40060098,Lukangaba Health Post,Luapula,Mansa,Mansa Central,Fimpulu,NA,Rural,Health Post,Public,Functional,Fixed,Open,1987,NA,NA,-11.056217,29.099321,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003526,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4663,NA,20060037,Oldpath Baptist Clinic,Copperbelt,Lufwanyama,Lufwanyama,Bulaya,NA,Rural,Health Post,Private,Functional,Fixed,Open,NA,NA,NA,-13.059652,28.106256,Faith-Based / NGO,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003527,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
